관리번호,시군구명,동명,리명,지번,도로명,구코드,동코드,리코드,교차로명,경도,위도
10-181,사하구,하단동,,592-10,낙동남로1405번길 9-2,26380,26380103,,하단프라임병원,128.9657215,35.10622393
10-182,사하구,장림동,,317-12,장평로189번안길 4,26380,26380105,,장림유수지,128.9725865,35.08230216
10-188,사하구,감천동,,Jan-76,,26380,26380108,,감천소방PB,129.0055177,35.08607139
10-186,사하구,구평동,,486,,26380,26380107,,감천터널,128.9953012,35.053362
10-187,사하구,괴정동,,550-3,,26380,26380101,,괴정삼익아파트 앞,128.9848565,35.09948093
10-190,서구,아미동2가,,산22-8,옥천로130번길 9,26140,26140116,,감정초교,129.0108106,35.09745623
10-191,사하구,하단동,,1162,,26380,26380103,,하단 SK아파트,128.9605937,35.1170378
10-192,사하구,다대동,,산113-68,,26380,26380106,,다대몰운대초교,128.9624816,35.05451925
10-197,사하구,장림동,,525-18,,26380,26380105,,장림 강남아파트 앞,128.9731237,35.06971211
10-195,사하구,장림동,,414-1,다대로300번길 10,26380,26380105,,장림경희병원주변,128.9763228,35.0739411
10-199,사하구,다대동,,1548-5,다대로 740,26380,26380106,,동진여객입구,128.9619292,35.04940199
10-066,사하구,괴정동,,산114-5,,26380,26380101,,오성맨션,128.9779701,35.096153
10-116,사하구,구평동,,297,구평로16번길 26,26380,26380107,,구평가구마트입구(당산나무),128.9905677,35.0765488
10-115,사하구,구평동,,산94-6,,26380,26380107,,금화냉동(정현냉동),128.9904052,35.07133268
10-114,사하구,다대동,,1551-31,,26380,26380106,,몰운대아파트101동앞,128.9681367,35.0500333
10-113,사하구,신평동,,370-36,,26380,26380104,,삼창목재,128.9649542,35.08383984
10-112,사하구,다대동,,1509-11,다산로 136,26380,26380106,,동아산기,128.9576357,35.06369184
10-106,사하구,하단동,,400-8,하신중앙로 323,26380,26380103,,하단복개로,128.9670649,35.10341385
10-104,사하구,장림동,,349-23,장평로121번길 45,26380,26380105,,효림초교후문,128.9729211,35.07606601
10-102,사하구,하단동,,1193,,26380,26380103,,가락타운(1단지114동),128.9602321,35.11323149
10-101,사하구,하단동,,1193,,26380,26380103,,사하여중(하단중학교),128.9590998,35.11001852
10-100,사하구,하단동,,1193,,26380,26380103,,벽산가락타운(1단지102동),128.9588411,35.10861078
10-099,사하구,하단동,,596-5,낙동남로1405번길 9-2,26380,26380103,,광로주유소,128.9638301,35.10625757
10-098,사하구,하단동,,1193,,26380,26380103,,하구언지하도,128.9585693,35.10634986
10-095,사하구,신평동,,665,하신번영로151번길 24,26380,26380104,,신평노인복지회관,128.9601177,35.09611557
10-094,사하구,신평동,,647-5,,26380,26380104,,신평2동사무소,128.9602337,35.09482058
10-093,사하구,신평동,,370-82,,26380,26380104,,우주염색(염색공단),128.9601673,35.09017636
10-092,사하구,하단동,,870-6,동매로104번길 20-1,26380,26380103,,남연아파트,128.9700988,35.1024787
10-091,사하구,하단동,,326-31,괴정로 95-1,26380,26380103,,화인상아아파트,128.9733116,35.10194603
10-090,사하구,당리동,,326-10,,26380,26380102,,보영탕,128.9750975,35.10216575
10-194,사하구,당리동,,324-5,,26380,26380102,,대호맨션,128.9766012,35.10152693
10-111,사하구,다대동,,1551-31,,26380,26380106,,중현초교앞,128.9661298,35.05037964
10-109,사하구,괴정동,,532-1,괴정로245번길 18,26380,26380101,,괴정1동어린이놀이터앞,128.9880193,35.09665096
10-107,사하구,감천동,,820-18,,26380,26380108,,감천한전사택,128.995068,35.09159032
10-069,사하구,신평동,,79-17,신산북로 91,26380,26380104,,신평사거리(삼진냉장),128.9730596,35.09084148
10-065,사하구,괴정동,,1206-40,장평로409번길 75,26380,26380101,,"사남초교,동진그린힐앞직결",128.9808366,35.09655651
10-062,사하구,괴정동,,563-17,장평로443번길 9,26380,26380101,,평화의원(서약국),128.9862363,35.09705056
10-040,사하구,다대동,,308-4,,26380,26380106,,다대현대아파트,128.9768022,35.06187703
10-038,사하구,다대동,,Jan-80,다대로 384-3,26380,26380106,,다대2주공,128.9795782,35.0673001
10-028,사하구,신평동,,466-1,,26380,26380104,,신평공단,128.9652577,35.09014409
10-010,사하구,하단동,,490-23,낙동대로536번길 9-6,26380,26380103,,동아대정문,128.9639217,35.11296717
10-009,사하구,하단동,,510-10,,26380,26380103,,에덴공원,128.9664065,35.10931209
10-007,사하구,하단동,,302-9,낙동대로 438,26380,26380103,,성모병원,128.9692927,35.10508441
10-088,사하구,당리동,,656-26,,26380,26380102,,괴정신성아파트,128.977976,35.09932354
10-087,사하구,괴정동,,583-19,장평로409번길 73,26380,26380101,,삼문약국,128.9811204,35.09816151
10-086,사하구,괴정동,,583-19,장평로409번길 52-2,26380,26380101,,괴정4동사무소,128.9825299,35.09783499
10-085,사하구,괴정동,,566-12,괴정로 220,26380,26380101,,괴정아파트,128.9840061,35.09754034
10-084,사하구,괴정동,,526-9,장평로450번길 71,26380,26380101,,괴정천일로얄맨션,128.9909601,35.09680628
10-083,사하구,구평동,,Mar-66,감천항로 94,26380,26380107,,구평초교,128.9896752,35.08595959
10-054,사하구,하단동,,1159-6,,26380,26380103,,강변현대아파트,128.9590913,35.11486305
10-039,사하구,다대동,,1432-8,다대로 384-3,26380,26380106,,도시개발아파트,128.9796264,35.06451436
10-185,사하구,다대동,,1116-1,다대로 542-4,26380,26380106,,은마주유소,128.9721612,35.05894653
10-043,사하구,다대동,,681-3,,26380,26380106,,보성냉장,128.9708473,35.05422653
10-082,사하구,다대동,,80-14,,26380,26380106,,다대시영아파트4동,128.9812135,35.06584619
10-075,사하구,감천동,,858-2,감천로67번길 2,26380,26380108,,바다약국,128.997638,35.09078376
10-074,사하구,장림동,,1116,,26380,26380105,,장림매립지사거리,128.9648396,35.08259274
10-072,사하구,감천동,,406-1,감천로142번길 10,26380,26380108,,감천사거리,129.005141,35.08747751
10-067,사하구,신평동,,09월 18일,,26380,26380104,,삼익동아빌라,128.9752282,35.09419788
10-055,사하구,장림동,,1098,,26380,26380105,,장림도시가스,128.9539518,35.07803515
10-050,사하구,장림동,,1087-16,,26380,26380105,,대원기업사,128.9514756,35.07772931
10-056,사하구,다대동,,1525,,26380,26380106,,(주)한국닛볼공업,128.9565664,35.0675642
10-049,사하구,다대동,,1525,,26380,26380106,,(주)세기,128.9543994,35.06710923
5-018,부산진구,범천동,,575,,26230,26230104,,광무교,129.0592013,35.15066818
10-048,사하구,다대동,,1507-12,다산로105번길 32,26380,26380106,,무지개마을,128.9553093,35.06328716
10-047,사하구,다대동,,1515-1,,26380,26380106,,강림기연,128.9571629,35.0564896
10-035,사하구,장림동,,287-23,,26380,26380105,,영남중학,128.9772771,35.07768884
10-032,사하구,하단동,,608-6,,26380,26380103,,대진아파트,128.9627072,35.10358481
10-031,사하구,하단동,,산53-1,,26380,26380103,,가락타운3단지,128.9608083,35.10126518
10-026,사하구,신평동,,82-59,다대로137번길 62,26380,26380104,,강동병원,128.9777852,35.08954471
10-025,사하구,신평동,,504,신산로 140,26380,26380104,,대성기공,128.9729823,35.0875591
10-024,사하구,신평동,,582-1,,26380,26380104,,성일여고,128.9775205,35.08750838
10-022,사하구,신평동,,370-33,,26380,26380104,,대한상사,128.9600498,35.0856049
10-019,사하구,신평동,,1053,다대로 207,26380,26380104,,사하경찰서,128.97764,35.08507963
10-018,사하구,신평동,,569-40,,26380,26380104,,장림고개,128.981898,35.08492268
10-017,사하구,구평동,,113-13,을숙도대로747번길 8,26380,26380107,,대동고교,128.9843607,35.08507177
10-016,사하구,구평동,,72-22,,26380,26380107,,한보철강,128.9872038,35.08612552
10-015,사하구,구평동,,41-31,,26380,26380107,,화신아파트,128.9933429,35.08667359
10-014,사하구,감천동,,607-29,사하로 133,26380,26380108,,감천삼거리,128.9929231,35.0925496
10-012,사하구,하단동,,590-2,괴정로 22-4,26380,26380103,,하단초교,128.9648233,35.10451795
10-008,사하구,하단동,,303-10,낙동남로1423번길 5,26380,26380103,,하단오거리,128.9683696,35.10621559
10-004,사하구,괴정동,,898-2,낙동대로 261,26380,26380101,,사하농협,128.9896777,35.09925004
10-003,사하구,괴정동,,970-10,회화나무길 89,26380,26380101,,괴정사거리,128.9931331,35.10012714
10-001,사하구,괴정동,,314-13,낙동대로 158,26380,26380101,,괴정초교,129.00046,35.10336531
16-038,기장군,기장읍,대라리,186-7,대청로22번길 61,26710,26710250,2671025026,대청중학교,129.2130772,35.23420807
16-004,기장군,기장읍,석산리,771,소정안길 50,26710,26710250,2671025031,내리마을,129.2075523,35.20671753
16-154,기장군,정관읍,달산리,1249,,26710,26710256,2671025625,정관주공 APT606동,129.1869061,35.31963807
16-156,기장군,정관읍,용수리,604-20,,26710,26710256,2671025628,정관평전마을,129.1716934,35.33068244
16-215,기장군,장안읍,용소리,산4-4,,26710,26710253,2671025327,장안용소마을,129.2498456,35.34098426
16-168,기장군,정관읍,두명리,450-3,,26710,26710256,2671025629,두명교차로,129.1484691,35.35519333
16-205,기장군,일광면,좌천리,510-143,,26710,26710310,2671025321,일광보덕사입구,129.240369,35.30915222
16-134,기장군,정관읍,매학리,731,,26710,26710256,2671025622,정관신도시(#21),129.1749434,35.32180024
16-228,기장군,장안읍,반룡리,843,장안산단로 189,26710,26710253,2671025331,장안일반산업단지 2공구 S2지점,129.2621589,35.32659659
16-227,기장군,장안읍,반룡리,838-1,,26710,26710253,2671025331,장안일반산업단지 2공구 S1지점,129.2613008,35.32766871
16-226,기장군,장안읍,반룡리,846,,26710,26710253,2671025331,장안일반산업단지 S4점,129.2604322,35.32881342
16-216,기장군,장안읍,길천리,360-6,,26710,26710253,2671025334,(군도14호)길천성당 입구,129.2782055,35.33393922
16-105,기장군,정관읍,예림리,329-4,정관로 909,26710,26710256,2671025630,정관 LG정유LPG충전소,129.2100001,35.3243786
16-106,기장군,정관읍,예림리,329-12,정관로 901,26710,26710256,2671025630,정관 LG정유LPG충전소 옆,129.2091497,35.32431006
16-214,기장군,장안읍,좌천리,460-1,,26710,26710253,2671025321,장안중고교,129.2404185,35.31844583
16-211,기장군,일광면,동백리,250-2,,26710,26710310,2671031024,부경대 수산과학연구소,129.2568304,35.28486253
16-212,기장군,장안읍,길천리,340-2,,26710,26710253,2671025334,(군도14호)7지점교차로,129.279762,35.33197291
16-210,기장군,장안읍,길천리,212-3,,26710,26710253,2671025334,(군도14호)길천2교차로,129.2817077,35.3304518
16-209,기장군,일광면,칠암리,153-3,일광로 621-2,26710,26710310,2671031027,칠암초등학교,129.2583726,35.29870894
16-206,기장군,일광면,원리,117-2,,26710,26710310,2671031030,좌천원당마을 입구,129.240517,35.30582772
16-202,기장군,일광면,화전리,105-1,,26710,26710310,2671031031,일광초교,129.2327233,35.27981961
16-179,기장군,철마면,와여리,573-2,,26710,26710330,2671033021,(철마IC)철마보건지소,129.1519947,35.2730733
16-175,기장군,철마면,와여리,561-1,,26710,26710330,2671033021,(철마IC)철마농업기술센터,129.1512594,35.27372216
16-173,기장군,철마면,와여리,567-3,,26710,26710330,2671033021,철마초등학교,129.1499225,35.27476809
16-174,기장군,철마면,와여리,567-3,,26710,26710330,2671033021,철마초등학교주변(국도17호선),129.1504522,35.27444775
3-015,동구,초량동,,172-1,,26170,26170101,,초량로타리,129.0420999,35.11972661
16-172,기장군,철마면,송정리,351-1,,26710,26710330,2671033024,임기(양산슈퍼),129.114793,35.31245923
16-171,기장군,철마면,송정리,556-22,,26710,26710330,2671033024,영천동부산농협(부경교회),129.1125019,35.30494845
16-009,기장군,기장읍,청강리,702-3,,26710,26710250,2671025027,청강사거리,129.2177396,35.23578488
16-170,기장군,정관읍,임곡리,Mar-86,,26710,26710256,2671025623,정관임곡새마을금고,129.1366653,35.35306534
16-169,기장군,정관읍,월평리,330,,26710,26710256,2671025624,정관월평사거리,129.1406725,35.35778279
16-166,기장군,정관읍,두명리,482,,26710,26710256,2671025629,정관백운공원입구,129.1589492,35.34755126
16-167,기장군,정관읍,두명리,93,,26710,26710256,2671025629,(덕산마을)정관백운공원삼거리,129.1583498,35.35058503
16-157,기장군,정관읍,방곡리,31,가동옛길 14-24,26710,26710256,2671025621,정관교회,129.1825008,35.33146225
16-218,기장군,장안읍,명례리,776-13,,26710,26710253,2671025329,기장명례주유소,129.2557872,35.38502464
16-220,기장군,장안읍,임랑리,169-1,,26710,26710253,2671025332,효암2지구택지개발,129.2603232,35.31608618
16-222,기장군,장안읍,기룡리,311-1,,26710,26710253,2671025328,장안초등학교,129.2542439,35.34597696
16-223,기장군,장안읍,반룡리,518-1,,26710,26710253,2671025331,장안일반산업단지 S1점,129.2584628,35.3388633
16-224,기장군,장안읍,반룡리,546,,26710,26710253,2671025331,장안일반산업단지 S2점,129.2585028,35.33630192
16-225,기장군,장안읍,반룡리,738,,26710,26710253,2671025331,장안일반산업단지 S3점,129.2584442,35.33295487
16-229,기장군,장안읍,장안리,499,,26710,26710253,2671025325,장안사입구,129.2434932,35.37054625
16-233,기장군,일광면,동백리,214-8,,26710,26710310,2671031024,자갈밭횟집,129.256509,35.28850944
16-235,기장군,장안읍,길천리,444,,26710,26710253,2671025334,(군도14호)은진사 입구,129.2760704,35.3359091
16-236,기장군,장안읍,길천리,산72-41,,26710,26710253,2671025334,(군도14호)길천3교차로,129.275274,35.33691613
16-237,기장군,장안읍,반룡리,241,,26710,26710253,2671025331,(군도14호)4지점교차로,129.2667657,35.34500227
16-238,기장군,장안읍,기룡리,335,,26710,26710253,2671025328,(군도14호)5지점교차로,129.2631116,35.34707579
16-239,기장군,장안읍,기룡리,351-2,,26710,26710253,2671025328,(군도14호)반룡1교차로,129.257844,35.34827745
16-240,기장군,장안읍,기룡리,229,,26710,26710253,2671025328,(장안산업단지 진입로)반룡교차로,129.2551798,35.35206766
16-241,기장군,장안읍,기룡리,1045-3,,26710,26710253,2671025328,(장안산업단지 진입로)하근교차로,129.256542,35.34847833
16-177,기장군,정관읍,용수리,609-2,,26710,26710256,2671025628,롯데케슬101동,129.1705848,35.33047727
16-242,기장군,장안읍,기룡리,816,,26710,26710253,2671025328,(장안산업단지 진입로)본리교차로,129.259441,35.34104673
16-243,기장군,장안읍,반룡리,416-5,,26710,26710253,2671025331,(장안산업단지 진입로)반룡마을,129.2616258,35.3400177
16-107,기장군,정관읍,매학리,141,용수로 4,26710,26710256,2671025622,정관신도시1지점,129.1808286,35.32493107
16-104,기장군,정관읍,예림리,310,정관로 937,26710,26710256,2671025630,정관소방 P.B,129.2130504,35.3245075
16-103,기장군,정관읍,예림리,833-10,,26710,26710256,2671025630,정관 세명부동산,129.2021468,35.32403101
16-078,기장군,정관읍,달산리,799,달산2길 30,26710,26710256,2671025625,정관신도시(A-19BL),129.1841508,35.31860203
16-077,기장군,장안읍,기룡리,849,,26710,26710253,2671025328,장안도예촌 삼거리,129.2503477,35.35792011
16-075,기장군,정관읍,용수리,1380,,26710,26710256,2671025628,정관동일2차주출입구-1,129.1671427,35.32898006
16-002,기장군,기장읍,내리,799,,26710,26710250,2671025034,삼양사입구,129.206477,35.2016882
16-076,기장군,정관읍,용수리,1380,산단로 112,26710,26710256,2671025628,정관동일2차주출입구-2,129.1659909,35.32843185
16-068,기장군,장안읍,좌천리,436-9,,26710,26710253,2671025321,부일주유소,129.2353615,35.32164276
16-066,기장군,정관읍,달산리,1215,,26710,26710256,2671025625,정관동원로얄듀크 101동,129.1919135,35.31895209
16-062,기장군,일광면,동백리,423,,26710,26710310,2671031024,월드컵빌리지 8지점,129.243637,35.29664938
16-061,기장군,일광면,좌천리,09월 20일,,26710,26710310,2671025321,월드컵빌리지 1지점,129.2447687,35.30717864
16-060,기장군,기장읍,청강리,806-35,,26710,26710250,2671025027,시내버스 공영차고지,129.2134732,35.22423427
16-050,기장군,철마면,안평리,584-95,,26710,26710330,2671033030,고촌택지 B지점,129.1683902,35.23607736
16-049,기장군,일광면,삼성리,510-14,기장대로 692,26710,26710310,2671031021,기장경찰서,129.2241251,35.25609811
16-048,기장군,기장읍,연화리,412,,26710,26710250,2671025029,연화리입구(동부산관광로),129.2220542,35.21143839
16-047,기장군,철마면,안평리,118-5,,26710,26710330,2671033030,신진초교(고촌택지A지점),129.1726104,35.23786878
16-044,기장군,기장읍,연화리,412,,26710,26710250,2671025029,서암마을 삼거리,129.2216333,35.21279586
16-043,기장군,기장읍,연화리,392-21,,26710,26710250,2671025029,연화리입구,129.221935,35.21484066
16-041,기장군,기장읍,대라리,775-10,차성로 298-8,26710,26710250,2671025026,기장시장,129.2135649,35.24323897
16-039,기장군,기장읍,청강리,582,무곡1길 9,26710,26710250,2671025027,기장 무곡마을,129.2121901,35.22690303
16-037,기장군,철마면,만화리,산2-1,반송로 1319,26710,26710330,2671025030,만화리 영락동산,129.1893998,35.25051753
16-036,기장군,기장읍,교리,365,차성로 401,26710,26710250,2671025022,기장교리초교,129.2157744,35.25405269
16-035,기장군,기장읍,대라리,287,,26710,26710250,2671025026,기장유성테크노산업,129.2132538,35.23784996
16-034,기장군,기장읍,청강리,328-6,,26710,26710250,2671025027,대변덕주빌라입구,129.2187311,35.23450803
16-033,기장군,기장읍,대라리,117-9,차성남로41번길 3,26710,26710250,2671025026,기장농협앞,129.2134844,35.24128813
16-031,기장군,기장읍,동부리,395-15,,26710,26710250,2671025021,기장신한은행,129.2139218,35.24802447
16-026,기장군,기장읍,시랑리,667-6,,26710,26710250,2671025033,용궁사진입도로(국립수산진흥원),129.2203238,35.19417962
16-025,기장군,기장읍,시랑리,430-3,,26710,26710250,2671025033,이천쌀밥집(궁중기장미역),129.2155763,35.19140459
16-023,기장군,기장읍,시랑리,527-30,,26710,26710250,2671025033,동해곰장어앞,129.2113066,35.18625656
16-011,기장군,기장읍,청강리,131-10,,26710,26710250,2671025027,기장벽산아파트,129.2199846,35.2393638
16-005,기장군,기장읍,석산리,산1-30,,26710,26710250,2671025031,승마훈련소,129.2111213,35.21773406
16-003,기장군,기장읍,석산리,772,소정안길 50,26710,26710250,2671025031,내리주유소,129.2063268,35.20467157
6-160,동래구,낙민동,,Aug-79,,26260,26260104,,유앤아이아파트,129.0904923,35.19472298
16-234,기장군,일광면,신평리,Jun-65,칠암3길 10,26710,26710310,2671031026,칠암 풍성농원앞(칠암마을회관입구),129.2588661,35.29692641
16-232,기장군,일광면,삼성리,산86-41,,26710,26710310,2671031021,일광고가교밑,129.227687,35.26080437
16-231,기장군,일광면,삼성리,710-2,삼성길 10-8,26710,26710310,2671031021,일광해수욕장입구,129.2319435,35.26280897
16-213,기장군,장안읍,좌동리,282-3,,26710,26710253,2671025324,장안덕산부락(좌동삼거리),129.2422181,35.32230118
16-207,기장군,일광면,삼성리,672-37,,26710,26710310,2671031021,일광면사무소입구,129.233067,35.26459566
16-204,기장군,일광면,청광리,171-9,,26710,26710310,2671031029,일광정관부락입구(청광리입구),129.2368317,35.29530132
16-200,기장군,일광면,이천리,768-5,,26710,26710310,2671031022,일광역전삼거리,129.2336446,35.26647825
16-161,기장군,정관읍,예림리,1110-2,산단6로 12-25,26710,26710256,2671025630,(정관)H지점,129.1974884,35.31877113
16-114,기장군,정관읍,용수리,1329-2,,26710,26710256,2671025628,정관7지점,129.1718744,35.3267807
16-113,기장군,정관읍,용수리,248-2,,26710,26710256,2671025628,정관6지점,129.179007,35.32890524
16-110,기장군,정관읍,용수리,1346,,26710,26710256,2671025628,정관 3-1지점,129.1759347,35.32711598
16-102,기장군,정관읍,예림리,508-1,예림길 11,26710,26710256,2671025630,예림마을,129.206614,35.32502576
16-064,기장군,정관읍,모전리,784,,26710,26710256,2671025627,휴먼시아 2단지 215동,129.1633592,35.33304314
16-063,기장군,정관읍,모전리,737,,26710,26710256,2671025627,휴먼시아 2단지 201동,129.1648112,35.33351572
16-059,기장군,일광면,좌천리,122,,26710,26710310,2671025321,(기장 좌천초교입구)좌천우체국 주변,129.2410628,35.31012982
16-046,기장군,철마면,안평리,511-14,,26710,26710330,2671033030,철마실로암묘지입구,129.1617784,35.23616452
16-045,기장군,철마면,안평리,412-17,,26710,26710330,2671033030,안평삼거리,129.1797444,35.2462883
16-042,기장군,기장읍,대라리,165-9,대청로 30,26710,26710250,2671025026,기장복지회관,129.2131904,35.23612235
16-032,기장군,기장읍,서부리,296,,26710,26710250,2671025025,기장초교,129.2118813,35.24524621
16-030,기장군,기장읍,대라리,428-1,차성로 298-8,26710,26710250,2671025026,기장제일은행,129.2136533,35.24518135
16-029,기장군,기장읍,시랑리,468-1,,26710,26710250,2671025033,해광사입구,129.2241918,35.20529029
16-027,기장군,기장읍,시랑리,108-2,동암2길 13-12,26710,26710250,2671025033,시골밥상,129.2228971,35.1977114
16-024,기장군,기장읍,시랑리,677-2,,26710,26710250,2671025033,공수마을입구,129.2101789,35.18376196
16-022,기장군,기장읍,만화리,327,,26710,26710250,2671025030,만화리이너티마을,129.1928154,35.25317397
16-021,기장군,기장읍,만화리,333-7,,26710,26710250,2671025030,만화리동서부락,129.1954219,35.25390925
16-020,기장군,기장읍,만화리,산121-4,,26710,26710250,2671025030,만화리입구,129.2039566,35.25317103
6-075,동래구,수안동,,158-1,수안로 48,26260,26260106,,동래소방서,129.0846091,35.19932416
16-019,기장군,기장읍,서부리,392,배산로8번길 42,26710,26710250,2671025025,기장그랜드호텔,129.2090189,35.24987134
16-018,기장군,기장읍,서부리,395-7,차성로 363,26710,26710250,2671025025,한신아파트,129.2138177,35.24894176
16-017,기장군,기장읍,동부리,336-7,반송로 1612,26710,26710250,2671025021,구기장군청,129.2157736,35.25068932
16-016,기장군,기장읍,동부리,379-1,차성동로 160-9,26710,26710250,2671025021,동부지하차도 주변,129.2170791,35.25102815
16-015,기장군,기장읍,동부리,산3-3,차성동로142번길 17,26710,26710250,2671025021,교리삼거리,129.2208893,35.25133411
16-014,기장군,기장읍,신천리,Mar-88,,26710,26710250,2671025023,기장군청,129.2209991,35.24522467
16-013,기장군,기장읍,신천리,04월 18일,,26710,26710250,2671025023,기장현대아파트,129.2206807,35.24358115
16-010,기장군,기장읍,청강리,250,,26710,26710250,2671025027,은성밧데리,129.2189371,35.23768029
16-008,기장군,기장읍,청강리,797-2,,26710,26710250,2671025027,기장주공아파트,129.2167263,35.23418393
16-006,기장군,기장읍,청강리,419-2,,26710,26710250,2671025027,황토방입구,129.2125899,35.22190151
16-007,기장군,기장읍,청강리,545,,26710,26710250,2671025027,무곡마을,129.2150345,35.22718663
16-001,기장군,기장읍,내리,799,,26710,26710250,2671025034,솔밭장터,129.2066013,35.20020913
6-121,동래구,명장동,,585-5,,26260,26260101,,명장동SK2차아파트(혜화여중-충렬고 ,129.108384,35.20461022
15-900,기장군,정관읍,용수리,1330,,26710,26710256,2671025628,,129.1713639,35.32449587
6-169,동래구,사직동,,1017-2,,26260,26260109,,사직 삼환나우빌2단지 202동,129.0560554,35.19842397
6-143,동래구,안락동,,1248,,26260,26260102,,안락주공205동,129.1086153,35.19413776
6-091,동래구,사직동,,981-80,,26260,26260109,,사직여고입구,129.0535841,35.19733297
6-036,동래구,사직동,,994-4,,26260,26260109,,사직우체국(스파속셈학원),129.0654181,35.19767834
6-138,동래구,사직동,,749-6,사직로 77,26260,26260109,,사직동 쌍용아파트,129.0570657,35.19499045
6-172,동래구,안락동,,633-4,,26260,26260102,,한성기린아파트,129.0994819,35.19402801
6-171,동래구,명장동,,147-17,,26260,26260101,,명장현대아파트,129.109175,35.20367308
6-170,동래구,온천동,,1470,아시아드대로 232,26260,26260108,,온천2동사무소,129.0727914,35.2077903
6-168,동래구,사직동,,600-1,쇠미로 51,26260,26260109,,사직 삼환나우빌2단지 208동,129.0538985,35.19920025
6-165,동래구,수안동,,39-51,수안로8번길 19-8,26260,26260106,,삼한맨션,129.0878922,35.19445972
6-164,동래구,사직동,,1019,,26260,26260109,,사직해운아파트1동,129.0548233,35.20004734
6-162,동래구,명장동,,506-3,명서로 111,26260,26260101,,명서초등학교,129.1006371,35.2115406
6-161,동래구,수안동,,158-1,충렬대로 234,26260,26260106,,동래경찰서(신청사),129.0842865,35.20038784
6-155,동래구,사직동,,979-2,쇠미로 3-12,26260,26260109,,사직여중입구,129.0544937,35.1945046
6-154,동래구,명장동,,279-44,복천로123번길 14,26260,26260101,,명장초교정문,129.0978477,35.20756326
6-152,동래구,복천동,,Apr-54,복천로65번길 35,26260,26260105,,복천박물관,129.0917604,35.20791753
6-151,동래구,안락동,,672-2,,26260,26260102,,안락 한성기린아파트 옆,129.1007391,35.19376251
6-150,동래구,안락동,,628-65,,26260,26260102,,안락주공3단지 앞,129.1023335,35.195009
6-149,동래구,수안동,,81-13,수안로 48,26260,26260106,,수안동 소방서앞,129.0843048,35.19814808
6-148,동래구,온천동,,1486,아시아드대로 232,26260,26260108,,사직 스카이뷰 102동,129.0695416,35.20500588
6-147,동래구,온천동,,1412-13,아시아드대로 224,26260,26260108,,사직 스카이뷰 105동,129.0682485,35.20378038
6-146,동래구,온천동,,151-7,온천장로125번길 25,26260,26260108,,온천장소방서(허브스카이),129.0851468,35.22202018
6-145,동래구,안락동,,151-88,,26260,26260102,,안남초교,129.107647,35.19239415
6-144,동래구,안락동,,178-19,온천천로531번길 7,26260,26260102,,안락주공208동,129.1101227,35.19146869
6-142,동래구,명장동,,559-4,,26260,26260101,,동래자동차매매단지,129.0939119,35.21249637
6-141,동래구,명장동,,273-6,,26260,26260101,,복천고분군 인생문앞,129.0955224,35.20720839
6-140,동래구,온천동,,484-2,,26260,26260108,,동래 롯데백화점옆,129.0775318,35.21324684
6-139,동래구,명륜동,,415-1,,26260,26260107,,현대아파트후문(동래향교 옆),129.0851927,35.20667589
6-173,동래구,사직동,,749-6,사직로 77,26260,26260109,,사직여중,129.0559993,35.19478662
6-137,동래구,안락동,,994-10,동래로 206-1,26260,26260102,,동래고교뒷편,129.0932429,35.20138602
6-136,동래구,복천동,,178-9,동래로179번길 14,26260,26260105,,내성초등학교,129.089547,35.20373496
6-135,동래구,안락동,,1224-18,명안로26번길 10,26260,26260102,,안락1동 부산은행,129.1044939,35.19949
6-131,동래구,사직동,,968-1,사직로58번길 8,26260,26260109,,사직여중입구,129.0583681,35.19511212
6-126,동래구,온천동,,185-46,,26260,26260108,,대궐갈비집앞,129.0801372,35.21605256
6-125,동래구,온천동,,240-1,금강공원로60번길 34,26260,26260108,,제일은행앞,129.0796552,35.21884448
6-124,동래구,온천동,,440-9,금강로73번길 5,26260,26260108,,한국방송대학입구,129.0784192,35.2167749
6-123,동래구,온천동,,1750-1,온천장로30번길 7,26260,26260108,,온천1동 신화타워상가앞,129.0791904,35.21401542
6-122,동래구,사직동,,1486,아시아드대로 232,26260,26260109,,온천3동금강초교후문앞,129.0636184,35.20260448
6-120,동래구,안락동,,15-94,,26260,26260102,,안락현대I파크,129.1135287,35.19919677
6-116,동래구,온천동,,884-1,우장춘로 41,26260,26260108,,금정마을입구,129.07127,35.21224031
6-115,동래구,온천동,,340-59,차밭골로49번가길 32-4,26260,26260108,,금정산(등산로)입구,129.0742332,35.21747618
6-114,동래구,온천동,,296-8,금강로131번다길 15,26260,26260108,,금강공원입구,129.076557,35.21986146
6-108,동래구,온천동,,1581,사직북로48번길 127,26260,26260108,,법정사입구(현동카써비스앞),129.061805,35.20426271
6-107,동래구,온천동,,1754-6,금강공원로26번길 1,26260,26260108,,금강공영주차장,129.0772168,35.22311992
6-103,동래구,낙민동,,82-14,,26260,26260104,,"안민초교후문앞,정문앞직결",129.0939653,35.19442764
6-101,동래구,온천동,,1174-1,,26260,26260108,,"한독온천유치원앞,직결",129.0640832,35.2090813
6-100,동래구,명장동,,308-7,,26260,26260101,,국제파크아파트,129.1009679,35.20629424
6-099,동래구,복천동,,238-4,동래로 170-1,26260,26260105,,법륜사,129.0881677,35.20412877
6-098,동래구,수안동,,36-44,온천천로337번길 85,26260,26260106,,동신아파트,129.0865858,35.19652399
